Mon Jul 23 16:38:19 2018    OUTFILE

         31621851 function calls (31618175 primitive calls) in 29.799 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:353(_maybe_make_list)
       40    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1490(is_string_like_dtype)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:856(__exit__)
       18    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:7405(_prep_ndarray)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2124(<setcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\tools\sjoin.py:78(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2828(<listcomp>)
       18    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:478(_get_axes)
       86    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:432(<genexpr>)
      174    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:180(<genexpr>)
       24    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:156(_finalize)
        2    0.000    0.000    0.001    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:4393(sort_values)
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:162(_any_not_none)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:189(_wrap_joined_index)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\sorting.py:343(compress_group_index)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2087(_can_hold_identifiers_and_holds_name)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1764(droplevel)
        2    0.000    0.000    1.475    0.737 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\trip.py:34(_convert_to_coord)
       16    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:1296(iteritems)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:321(<lambda>)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\_methods.py:25(_amax)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:852(__enter__)
       16    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2779(<listcomp>)
       34    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:995(is_int_or_datetime_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:668(_parse)
       18    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1487(__hash__)
       40    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:600(coerce_indexer_dtype)
      179    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:169(inferred_type)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:923(initialize_from_dict)
       58    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:3543(_can_reindex)
        2    0.000    0.000    1.456    0.728 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\support\coordinate.py:65(_geocode)
        7    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2456(prod)
      116    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_weakrefset.py:52(_commit_removals)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:213(iterable)
        6    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:255(_convert_scalar_indexer)
    48/16    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap>:214(_call_with_frames_removed)
      102    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:199(external_values)
      136    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      144    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:240(is_unique)
       80    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       40    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:633(__array__)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:877(_parse_numeric_token)
       16    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\tools\sjoin.py:71(<lambda>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:870(_find_spec_legacy)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\frozen.py:145(_ensure_frozen)
       16    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
        1    0.000    0.000    0.000    0.000 {pandas._libs.ops.scalar_compare}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:4340(duplicated)
        2    0.000    0.000   28.186   14.093 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\parking_cost.py:75(geocode_point)
       35    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\_methods.py:31(_sum)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\geocode_base_class.py:62(_split_coord)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\sorting.py:230(nargsort)
        2    0.000    0.000    0.005    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1258(from_arrays)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:257(get_new_columns)
        2    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:133(_make_sorted_values_labels)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:56(_codes_to_ints)
       37    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1819(_convert_list_indexer)
      132    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:1014(<listcomp>)
       16    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1165(find_spec)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:323(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\prepared.py:90(prep)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1411(rename)
       97    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1311(nlevels)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\tools\sjoin.py:100(<lambda>)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1576(is_object)
       76    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:1577(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3430(unpickle_block)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:62(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\algorithms.py:224(_get_data_algo)
       10    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_collections_abc.py:201(__subclasshook__)
       64    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:699(issubdtype)
      147    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       70    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:158(_validate_dtype)
      152    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    1.475    1.475 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\trip.py:14(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:577(parse)
      176    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\_methods.py:28(_amin)
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5089(<listcomp>)
       43    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_collections_abc.py:204(<genexpr>)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:483(copy)
        8    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:331(update_dtype)
        2    0.000    0.000    0.003    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:499(_unstack_frame)
      116    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:285(levels)
        2    0.000    0.000    0.003    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:478(unstack)
        2    0.000    0.000    1.455    0.728 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\geocoder.py:86(geocode_point)
       34    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:1830(_get_partial_string_timestamp_match_key)
        8    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:598(_get_codes)
      2/1    0.000    0.000    0.001    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:970(_getitem_lowerdim)
       48    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      144    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       54    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:320(_constructor)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4869(create_block_manager_from_arrays)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:821(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geodataframe.py:147(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:770(_get_level_number)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1096(_path_importer_cache)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:645(find_spec)
       24    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:137(__init__)
        4    0.000    0.000    0.002    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:7335(_arrays_to_mgr)
       75    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 {method 'to_array' of 'pandas._libs.hashtable.ObjectVector' objects}
        2    0.000    0.000    0.000    0.000 {method 'get_labels' of 'pandas._libs.hashtable.Int64HashTable' objects}
       48    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2780(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:1242(_to_decimal)
       96    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:190(cb)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1579(is_categorical)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:631(issubclass_)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\trip.py:100(_get_time_date)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:1086(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\base.py:714(shape)
       26    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:287(is_array_like)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.groupsort_indexer}
       24    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1549(nlevels)
        2    0.000    0.000    0.001    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:177(get_result)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:1639(_should_fill)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:177(_get_data_as_items)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\geometry\point.py:127(_set_coords)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\six.py:184(find_module)
      136    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x0000025D6D5B60D0}
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\geometry\point.py:37(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4235(value_getitem)
      104    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_collections_abc.py:310(__subclasshook__)
       16    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\coords.py:41(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:328(getitem_block)
        8    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2221(hasnans)
       18    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1365(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_weakrefset.py:36(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:4309(drop_duplicates)
        2    0.000    0.000    1.784    0.892 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\parking_cost.py:61(_get_parking_reference)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:325(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'get_labels' of 'pandas._libs.hashtable.Float64HashTable' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:982(_validate_names)
        1    0.000    0.000    0.000    0.000 {pandas._libs.hashtable.duplicated_int64}
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\core.py:12(check_return)
       80    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.putmask}
        5    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\sorting.py:47(_int64_cut_off)
       58    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:388(labels)
       84    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:634(<genexpr>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:789(find_spec)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\sorting.py:98(get_compressed_ids)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:69(_f)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:205(split)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:192(get_new_values)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4972(_simple_blockify)
      116    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2630(_check_setitem_copy)
        2    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2075(_getitem_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:1651(idxmin)
       51    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:433(append)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\shape_base.py:844(tile)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\compat\__init__.py:126(lzip)
      2/1    0.000    0.000    0.001    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:868(_getitem_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3869(get_slice)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:183(_try_sort)
        2    0.000    0.000    0.004    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:2522(_factorize_from_iterables)
       20    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\base.py:104(_reset_cache)
        8    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:382(categories)
       34    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:349(_constructor)
        1    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.004    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:2544(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2580(_slice)
        2    0.000    0.000    0.003    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:5475(unstack)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:202(_get_values)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\frozen.py:101(_shallow_copy)
        6    0.000    0.000    0.000    0.000 {method 'put' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3439(<listcomp>)
       48    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       12    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3440(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4981(_validate_join_method)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:245(is_monotonic_increasing)
       18    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1291(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\geocode_input_base_class.py:12(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5020(_asarray_compat)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:294(get_new_index)
       10    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\algorithms.py:172(_ensure_arraylike)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:191(_dict_keys_to_ordered_list)
       31    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:214(isnum)
        2    0.000    0.000    0.192    0.096 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\geocoder.py:76(_get_geocode_reference)
        1    0.000    0.000   29.799   29.799 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:227(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:4364(f)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:528(view)
       12    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:195(__next__)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3468(_post_setstate)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1116(__neg__)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:1091(__call__)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        2    0.000    0.000    0.000    0.000 {method 'to_array' of 'pandas._libs.hashtable.Int64Vector' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\nanops.py:531(nanargmin)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:1800(_is_scalar_access)
       18    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1221(<listcomp>)
        1    0.000    0.000    0.000    0.000 {pandas._libs.index.get_value_at}
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:363(categories)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:114(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:400(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:713(iteritems)
       11    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:209(isword)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:4383(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2040(_get_slice_axis)
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_collections_abc.py:285(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\geocode_base_class.py:11(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3922(as_array)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:479(resolve_ymd)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1554(levshape)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:263(_convert_slice_indexer)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:4108(<listcomp>)
       17    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\base.py:719(ndim)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\geocoder.py:38(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:894(_multi_take_opportunity)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:1008(_find_hms_idx)
        6    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2202(_isnan)
